"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IK9DW8JA","journalArticle","2022","Firmansyah, Irfan Achmad; Yasirandi, Rahmat; Utomo, Rio Guntur","The influence of efficacy, credibility, and normative pressure to M-banking adoption level in Indonesia","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.117","https://www.sciencedirect.com/science/article/pii/S1877050921023413","","2022-01-01","2023-10-28 02:28:07","2024-02-02 02:08:25","","51-60","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","Mobile banking; normative pressure; perceive credibility; self-efficacy; SEM (structural equation modeling); technology acceptance model (TAM)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7EGDCKNV","journalArticle","2022","Permata, Regita Putri; Prastyo, Dedy Dwi; Wibawati","Hybrid dynamic harmonic regression with calendar variation for Turkey short-term electricity load forecasting","Procedia Computer Science","","1877-0509","10.1016/j.procs.2021.12.114","https://www.sciencedirect.com/science/article/pii/S1877050921023383","Short-term electricity load forecasting plays a vital role in determining the energy supplied. It has daily, weekly, and yearly harmonics patterns. In Muslim countries, it is influenced by religious celebrations held on the Islamic Hijri calendar. This study aims to compare Dynamic Harmonic Regression forecasting and its hybrid version involving calendar variation effect. This study is designed in two scenarios. Scenario 1 shows that out-of-sample forecasting can capture both seasonal and calendar variation patterns, while Scenario 2 shows the performance while only seasonal patterns exist. The results show that the hybrid model outperforms the individual models in two scenarios.","2022-01-01","2023-12-11 08:24:01","2024-02-02 02:08:02","2023-12-11 08:24:01","25-33","","","197","","Procedia Computer Science","","Sixth Information Systems International Conference (ISICO 2021)","","","","","","","","","","","ScienceDirect","","","","/Users/markryan/Zotero/storage/WQL3PT6V/S1877050921023383.html","","","Calendar variation; dynamic harmonic regression; hybrid; short-term electricity load","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F4DP877E","webpage","","","Using text mining to glean insights from COVID-19 literature","","","","","https://journals.sagepub.com/doi/epdf/10.1177/01655515211001661?src=getftr","","","2024-02-02 01:23:10","2024-02-02 01:23:14","2024-02-02 01:23:11","","","","","","","","","","","","","","en","","","","","","","DOI: 10.1177/01655515211001661","","/Users/markryan/Zotero/storage/BAFA4WQE/Using text mining to glean insights from COVID-19 .pdf; /Users/markryan/Zotero/storage/7NQ2R29N/01655515211001661.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36ZTBPIG","webpage","","","[PDF] Unmasking the conversation on masks: Natural language processing for topical sentiment analysis of COVID-19 Twitter discourse | Semantic Scholar","","","","","https://www.semanticscholar.org/paper/Unmasking-the-conversation-on-masks%3A-Natural-for-of-Sanders-White/b03683ddf7917fbb075533231f5d456492feece5","","","2024-02-02 01:47:34","2024-02-02 02:08:17","2024-02-02 01:47:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QLKW8QXD","journalArticle","2022","Satrio Wicaksono, Muhammad Galang; Suryani, Erma; Hendrawan, Rully Agus","Increasing productivity of rice plants based on IoT (Internet Of Things) to realize Smart Agriculture using System Thinking approach","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.179","https://www.sciencedirect.com/science/article/pii/S1877050921024030","","2022-01-01","2024-02-02 02:00:21","2024-02-02 02:00:21","","607-616","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Internet of Things; Agricultural productivity; ICT infrastructure; rice; system dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TPWSIEVK","journalArticle","2022","Naim, Afwan Badru; Wibawa, Adi Sukma; Yude, Adib Karoma; Akbar, Bintang Karunia; Rahmadani, Vierdy Sulfianto; Shihab, Muhammad Rifki; Ranti, Benny","Changes in IT governance and its impact on organizational business process: Case study at Indonesia Supreme Audit Institution (BPK)","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.195","https://www.sciencedirect.com/science/article/pii/S1877050921024194","","2022-01-01","2024-02-02 02:00:23","2024-02-02 02:00:23","","734-742","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","BPK; governance arrangement matrix; IT governance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XWJNSSCF","journalArticle","2022","Syed-Mohamad, Sharifah Mashita; Mohamed Siraj, Mohamed Erfan; Samsudin, Nur Hana; Jaafar, Mohd Hafiidz; Iskandar, Yulita Hanum P","Occupational safety and hazards in university: The development and application of text categorization technology","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.183","https://www.sciencedirect.com/science/article/pii/S1877050921024078","","2022-01-01","2024-02-02 02:00:24","2024-02-02 02:00:24","","627-634","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Occupational safety; accident investigation; accident reporting; digitalization; health; information systems; risk assessment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5LBGAMFR","journalArticle","2022","Haryanti, Tining; Subriadi, Apol Pribadi","Review of semantic Absorptive Capacity (AC) in information system research","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.122","https://www.sciencedirect.com/science/article/pii/S1877050921023462","","2022-01-01","2024-02-02 02:00:24","2024-02-02 02:00:24","","92-101","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Absorptive Capacity (AC); information system; organizational behavior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G2K6INI6","journalArticle","2022","Adywiratama, Andytias Dwi; Ko, Chielsin; Raharjo, Teguh; Wahbi, Andi","Critical success factors for ICT project: A case study in project colocation government data center","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.154","https://www.sciencedirect.com/science/article/pii/S1877050921023784","","2022-01-01","2024-02-02 02:00:25","2024-02-02 02:00:25","","385-392","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","AHP; colocation; CSF; data center; project management; project success","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BRZUS7W2","journalArticle","2022","Yulion, Davin; Yahya, Bernardo Nugroho; Lewi Engel, Ventje Jeremias","Building a robust transition matrix using causal matrix for route recommendation","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.199","https://www.sciencedirect.com/science/article/pii/S1877050921024236","","2022-01-01","2024-02-02 02:00:25","2024-02-02 02:00:25","","768-775","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","causal matrix; collaborative filtering; heuristic miner; Process mining; recommendation location","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CM9EDGXP","journalArticle","2022","Rahmayanti, Nabillah; Pradani, Humaira; Pahlawan, Muhammad; Vinarti, Retno","Comparison of machine learning algorithms to classify fetal health using cardiotocogram data","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.130","https://www.sciencedirect.com/science/article/pii/S1877050921023541","","2022-01-01","2024-02-02 02:00:26","2024-02-02 02:00:26","","162-171","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","machine learning; cardiotocogram; classification; Fetal health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCS524EQ","journalArticle","2022","Dwi Ardianto, Mohammad Arda; Mudjahidin","Development of conceptual model integrated estimation system for fish growth and feed requirement in aquaculture supply chain management","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.162","https://www.sciencedirect.com/science/article/pii/S1877050921023863","","2022-01-01","2024-02-02 02:00:26","2024-02-02 02:00:26","","461-468","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","aquaculture; Estimation system; supply chain management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LSIIDZYU","journalArticle","2022","El Shiffa, Nisa Aura; Rahmiati, Filda; Santoso, Adhi Setyo; Yustina, Andi Ina","Strategic entrepreneurship for achieving customers repurchase intention amidst pandemic COVID-19 on digital multi-sided platform: A case of Traveloka","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.138","https://www.sciencedirect.com/science/article/pii/S1877050921023620","","2022-01-01","2024-02-02 02:00:27","2024-02-02 02:00:27","","247-255","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Brand image; customer service; digital multi-sided platform; online travel agent; public service ads; repurchase intention; trust","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MJUSYSE9","journalArticle","2022","","Contents","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/S1877-0509(21)02564-3","https://www.sciencedirect.com/science/article/pii/S1877050921025643","","2022-01-01","2024-02-02 02:00:27","2024-02-02 02:00:27","","iii-viii","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QLFUF9NI","journalArticle","2022","Prassida, Grandys Frieska; Asfari, Ully","A conceptual model for the acceptance of collaborative robots in industry 5.0","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.118","https://www.sciencedirect.com/science/article/pii/S1877050921023425","","2022-01-01","2024-02-02 02:00:27","2024-02-02 02:00:27","","61-67","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","acceptance; Cobots; industry 5.0; perceived work performance improvement; socio-technical; STS; UTAUT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMKIQV9J","journalArticle","2022","Nurmawiya; Harvian, Khalista Arkania","Public sentiment towards face-to-face activities during the COVID-19 pandemic in Indonesia","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.170","https://www.sciencedirect.com/science/article/pii/S1877050921023942","","2022-01-01","2024-02-02 02:00:28","2024-02-02 02:00:28","","529-537","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Sentiment analysis; COVID-19; text mining; face-to-face activities; LDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VMP9T5RF","journalArticle","2022","Mudjahidin; Hidayat, Alifiansyah Arrizqy; Aristio, Andre Parvian","Conceptual model of use behavior for peer-to-peer lending in Indonesia","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.134","https://www.sciencedirect.com/science/article/pii/S1877050921023589","","2022-01-01","2024-02-02 02:00:28","2024-02-02 02:00:28","","215-222","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","behavioral intention; borrowers; Peer-to-peer lending; UTAUT2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YR9D8F7T","journalArticle","2022","Avenido, Hella Gay D.; Crisostomo, Renato V.","Image reconstruction from a large number of projections in proton and 12C ions computed tomography using sequential and parallel ART algorithms","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.126","https://www.sciencedirect.com/science/article/pii/S1877050921023504","","2022-01-01","2024-02-02 02:00:28","2024-02-02 02:00:28","","126-134","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Algebraic reconstruction technique; computed tomography; image reconstruction; parallel computing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YRXTQZUG","journalArticle","2022","Sulistiyani, Endang; Yulianing Tyas, Sasmi Hidayatul","What is the measurement of the IT project success?","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.142","https://www.sciencedirect.com/science/article/pii/S1877050921023668","","2022-01-01","2024-02-02 02:00:29","2024-02-02 02:00:29","","282-289","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Dimension; IT project; outcome; output; success measurement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y7MMMKY2","journalArticle","2022","Lubis, Muharman; Handayani, Dini Oktarina D.","The relationship of personal data protection towards internet addiction: Cyber crimes, pornography and reduced physical activity","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.129","https://www.sciencedirect.com/science/article/pii/S187705092102353X","","2022-01-01","2024-02-02 02:00:29","2024-02-02 02:00:29","","151-161","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","cyber crime; internet addiction; Personal data; pornography; protection; reduce physical","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FVMAVB3N","journalArticle","2022","Yunanto, Andhik Ampuh; Hardiansyah, Fadilah Fahrul; Anantha Putra, Adhiemas Andira; Afridian Rasyid, Maulidan Bagus; Arifiani, Siska","Development of sandbox components with microservices architecture and design patterns in games","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.150","https://www.sciencedirect.com/science/article/pii/S1877050921023747","","2022-01-01","2024-02-02 02:00:29","2024-02-02 02:00:29","","354-361","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","design pattern; microservices architecture; Sandbox components; unity game","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4QYRU4PS","journalArticle","2022","Ian, Aurelius; Muklason, Ahmad; Mahanto, Faizal","Cross domain optimization problem with hyperheuristic approach using size stochastic move acceptance","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.158","https://www.sciencedirect.com/science/article/pii/S1877050921023826","","2022-01-01","2024-02-02 02:00:30","2024-02-02 02:00:30","","428-436","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","cross domain; Hyper-heuristic; self-adaptive; size stochastic move acceptance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HDZZTF7B","journalArticle","2022","Perez, Julieto E.; Padrones, Wenieva","Implementation of a test constructor utilizing a calibrated item bank using 3PL-IRT model","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.166","https://www.sciencedirect.com/science/article/pii/S1877050921023905","","2022-01-01","2024-02-02 02:00:30","2024-02-02 02:00:30","","495-502","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Automated test construction; item banking; item response theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3HRQGRFI","journalArticle","2022","Suryotrisongko, Hatma; Musashi, Yasuo","Evaluating hybrid quantum-classical deep learning for cybersecurity botnet DGA detection","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.135","https://www.sciencedirect.com/science/article/pii/S1877050921023590","","2022-01-01","2024-02-02 02:00:31","2024-02-02 02:00:31","","223-229","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","botnet; cybersecurity; DGA; hybrid quantum deep learning; QML; Quantum machine learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9LLCXV6F","journalArticle","2022","Almutairi, Alhanof; Naeem, M. Asif; Weber, Gerald","Understanding enterprise systems adaptability: An exploratory survey","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.196","https://www.sciencedirect.com/science/article/pii/S1877050921024200","","2022-01-01","2024-02-02 02:00:32","2024-02-02 02:00:32","","743-750","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","adaptability; Enterprise system; enterprise system adaptability; exploratory survey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BW9J798D","journalArticle","2022","Subriadi, Apol Pribadi; Baturohmah, Habi","Social media in marketing of ride-hailing: A systematic literature review","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.123","https://www.sciencedirect.com/science/article/pii/S1877050921023474","","2022-01-01","2024-02-02 02:00:32","2024-02-02 02:00:32","","102-109","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","covid-19 pandemic; electronic word-of-mouth; ride-hailing; Social media marketing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SFA6QKTB","journalArticle","2022","Kusyanti, Ari; Santoso, Nurudin; Ayu Catherina, Harin Puspa; Oktavia, Evi","Investigating mobile users’ intention: Technology acceptance and privacy perspectives","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.175","https://www.sciencedirect.com/science/article/pii/S1877050921023991","","2022-01-01","2024-02-02 02:00:32","2024-02-02 02:00:32","","576-582","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","SEM; TAM; Smartphone; mobile user intention; mobile users’ information privacy concern","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KTF7LWJZ","journalArticle","2022","Lestari, Nur Aini; Tyasnurita, Raras; Vinarti, Retno Aulia; Anggraeni, Wiwik","Long Short-Term Memory forecasting model for dengue fever cases in Malang regency, Indonesia","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.131","https://www.sciencedirect.com/science/article/pii/S1877050921023553","","2022-01-01","2024-02-02 02:00:33","2024-02-02 02:00:33","","180-188","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Forecasting; Dengue Hemorrhagic Fever; Long short-term memory; Malang regency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E7BGBREM","journalArticle","2022","Permata Witra, Widyasari Puspa; Subriadi, Apol Pribadi","Gender and information technology (IT) investment decision-making","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.176","https://www.sciencedirect.com/science/article/pii/S1877050921024005","","2022-01-01","2024-02-02 02:00:34","2024-02-02 02:00:34","","583-590","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","behavior; firm performance; gender diversity; Information technology (IT) investment; leadership style; role of women; top management team (TMT)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TTIVCEPG","journalArticle","2022","Muhajir, Daud; Mahananto, Faizal; Sani, Nisfu Asrul","Stress level measurements using heart rate variability analysis on android based application","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.200","https://www.sciencedirect.com/science/article/pii/S1877050921024248","","2022-01-01","2024-02-02 02:00:35","2024-02-02 02:00:35","","189-197","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","classification; HRV parameter; NASA-TLX; stress level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EGCISIE4","journalArticle","2022","Suryani, Erma; Hendrawan, Rully Agus; Hidayat, Alifiansyah Arrizqy; Wulandari, Ariani Dwi; Rachman Waliulu, Yusroniya Eka Putri; Bakari, Bakari Omari","Integrated scheduling of the procurement system: System dynamics modeling","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.139","https://www.sciencedirect.com/science/article/pii/S1877050921023632","","2022-01-01","2024-02-02 02:00:35","2024-02-02 02:00:35","","256-263","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","system dynamics; budget projection; Logistic procurement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HF5N7MT6","journalArticle","2022","Gunawan, Frengky; Santoso, Adhi Setyo; Yustina, Andi Ina; Rahmiati, Filda","Examining the effect of radical innovation and incremental innovation on leading e-commerce startups by using expectation confirmation model","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.155","https://www.sciencedirect.com/science/article/pii/S1877050921023796","","2022-01-01","2024-02-02 02:00:35","2024-02-02 02:00:35","","393-402","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","confirmation; continuance intention; customer engagement; incremental innovation; multi-sided platform; perceived enjoyment; radical innovation; satisfaction; Strategic entrepreneurship","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y4ZUWI3V","journalArticle","2022","Farista Ananto, Prasasti Karunia; Hsieh, Chung-Chi; E R, Mahendrawathi","Competition between online and offline retailer mass customization","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.192","https://www.sciencedirect.com/science/article/pii/S1877050921024169","","2022-01-01","2024-02-02 02:00:36","2024-02-02 02:00:36","","709-717","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Competition retail; customer taste preference; hotelling model; mass customization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FL2A78EN","journalArticle","2022","Saputra, Nopriadi; Sasanti, Ningky; Alamsjah, Firdaus; Sadeli, Ferdinand","Strategic role of digital capability on business agility during COVID-19 era","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.147","https://www.sciencedirect.com/science/article/pii/S1877050921023711","","2022-01-01","2024-02-02 02:00:37","2024-02-02 02:00:37","","326-335","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","ambidextrous leadership; business agility; Digital capability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JUB2YQJK","journalArticle","2022","","Preface","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.111","https://www.sciencedirect.com/science/article/pii/S1877050921023358","","2022-01-01","2024-02-02 02:00:38","2024-02-02 02:00:38","","8-9","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YHCPTP7A","journalArticle","2022","Primasari, Clara Hetty","Strategy for achieving IT-business alignment in gaming industry in Indonesia","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.163","https://www.sciencedirect.com/science/article/pii/S1877050921023875","","2022-01-01","2024-02-02 02:00:38","2024-02-02 02:00:38","","469-476","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Game industry; IT-business alignment; strategic alignment; strategic alignment model; SWOT analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHL9NEW4","journalArticle","2022","Rahayu, Puji; Wulandari, Ika Arthalia","Defining e-portfolio factor for competency certification using fuzzy delphi method","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.174","https://www.sciencedirect.com/science/article/pii/S187705092102398X","","2022-01-01","2024-02-02 02:00:38","2024-02-02 02:00:38","","566-575","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","certification competency; e-Portfolio factors; fuzzy delphi method","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FS5VT7HT","journalArticle","2022","Purnomo, Agung; Susanti, Triana; Rosyidah, Elsa; Firdausi, Nuzula; Idhom, Mohammad","Digital economy research: Thirty-five years insights of retrospective review","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.119","https://www.sciencedirect.com/science/article/pii/S1877050921023437","","2022-01-01","2024-02-02 02:00:39","2024-02-02 02:00:39","","68-75","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","research themes; Bibliometric; digital economy; research mapping; research trends","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R3BJ6GCE","journalArticle","2022","Muhajir, Daud; Akbar, Muhammad; Bagaskara, Affindi; Vinarti, Retno","Improving classification algorithm on education dataset using hyperparameter tuning","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.171","https://www.sciencedirect.com/science/article/pii/S1877050921023954","","2022-01-01","2024-02-02 02:00:39","2024-02-02 02:00:39","","538-544","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","campus recruitment; decision tree; Gaussian Naive Bayes; gradient boosting; hyperparameter optimization; K Nearest Neighbors (KNN); Linear Discriminant Analysis (LDA); logistic regression; random forest; Supervised classification; support vector classifier (SVC)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UTEY8E4U","journalArticle","2022","Rahkmawati, Nur Aini; Akbar, Adam; Adhilaksono, Bramantyo; Baharuddin, Fikri; Hidayat, Rahmat","Indonesia COVID-19 cases report using Linked Open Data","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.151","https://www.sciencedirect.com/science/article/pii/S1877050921023759","","2022-01-01","2024-02-02 02:00:40","2024-02-02 02:00:40","","362-369","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Linked Open Data; COVID-19; RDF; SPARQL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIP537CD","journalArticle","2022","Hassya, Izza Alifa; Sahroni, Alvin; Rahayu, Aisha Widi; Laksono, Eki Dipo","The analysis of heart rate variability properties and body mass index in representing health quality information","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.127","https://www.sciencedirect.com/science/article/pii/S1877050921023516","","2022-01-01","2024-02-02 02:00:41","2024-02-02 02:00:41","","135-142","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","aging; body mass index; cardiac; Heart rate; overweight","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ITKFHGJ2","journalArticle","2022","Fajri, Ade Ilham; Mahananto, Faizal","Hybrid lightning protocol: An approach for blockchain scalability issue","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.159","https://www.sciencedirect.com/science/article/pii/S1877050921023838","","2022-01-01","2024-02-02 02:00:41","2024-02-02 02:00:41","","437-444","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Blockchain; cryptocurrency; scalability; transaction times; two-layer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
